Graph name;|V|;|E|;|pins|;Number of parts;Imbalance;alg_dist;zoltan;patoh;hmetis
soc-Slashdot0811;77360;77316;905468;4;1.03;27751.0;28366.0;31014.0;29705.0
soc-Slashdot0811;77360;77316;905468;4;1.05;27626.0;28219.0;30931.0;29936.0
soc-Slashdot0811;77360;77316;905468;4;1.1;27502.0;28087.0;31111.0;30232.0
soc-Slashdot0811;77360;77316;905468;64;1.03;32186.0;33014.0;57588.0;33915.0
soc-Slashdot0811;77360;77316;905468;64;1.05;32185.0;32947.0;55149.0;33891.0
soc-Slashdot0811;77360;77316;905468;64;1.1;32166.0;32801.0;58318.0;33766.0
soc-Slashdot0811;77360;77316;905468;8;1.03;30136.0;31068.0;44733.0;31048.0
soc-Slashdot0811;77360;77316;905468;8;1.05;30109.0;30994.0;44471.0;31074.0
soc-Slashdot0811;77360;77316;905468;8;1.1;29931.0;30806.0;44955.0;30970.0
soc-Slashdot0902;82168;78441;948464;128;1.03;33119.0;33945.0;58525.0;36169.0
soc-Slashdot0902;82168;78441;948464;128;1.05;33105.0;33842.0;58152.0;35999.0
soc-Slashdot0902;82168;78441;948464;128;1.1;33020.0;33796.0;58092.0;35887.0
soc-Slashdot0902;82168;78441;948464;16;1.03;31653.0;32547.0;52965.0;32447.0
soc-Slashdot0902;82168;78441;948464;16;1.05;31602.0;32486.0;48042.0;32355.0
soc-Slashdot0902;82168;78441;948464;16;1.1;31503.0;32284.0;51220.0;32309.0
soc-Slashdot0902;82168;78441;948464;2;1.03;24833.0;25874.0;24871.0;25650.0
soc-Slashdot0902;82168;78441;948464;2;1.05;24668.0;25748.0;24815.0;25999.0
soc-Slashdot0902;82168;78441;948464;2;1.1;24204.0;25282.0;24434.0;26212.0
soc-Slashdot0902;82168;78441;948464;32;1.03;32314.0;33139.0;54146.0;33174.0
soc-Slashdot0902;82168;78441;948464;32;1.05;32226.0;33122.0;55407.0;33180.0
soc-Slashdot0902;82168;78441;948464;32;1.1;32130.0;32970.0;55099.0;33026.0
soc-Slashdot0902;82168;78441;948464;4;1.03;28078.0;28660.0;31460.0;30277.0
soc-Slashdot0902;82168;78441;948464;4;1.05;27986.0;28558.0;31475.0;30533.0
soc-Slashdot0902;82168;78441;948464;4;1.1;27772.0;28397.0;31547.0;30553.0
soc-Slashdot0902;82168;78441;948464;64;1.03;32740.0;33614.0;56629.0;34455.0
soc-Slashdot0902;82168;78441;948464;64;1.05;32709.0;33468.0;57492.0;34343.0
soc-Slashdot0902;82168;78441;948464;64;1.1;32640.0;33417.0;57655.0;34269.0
soc-Slashdot0902;82168;78441;948464;8;1.03;30646.0;31542.0;41190.0;31492.0
soc-Slashdot0902;82168;78441;948464;8;1.05;30595.0;31437.0;44429.0;31830.0
soc-Slashdot0902;82168;78441;948464;8;1.1;30528.0;31310.0;46274.0;31475.0
soc-sign-Slashdot081106;77357;43349;516575;128;1.03;19208.0;19428.0;23649.0;20574.0
soc-sign-Slashdot081106;77357;43349;516575;128;1.05;19156.0;19329.0;23594.0;20576.0
soc-sign-Slashdot081106;77357;43349;516575;128;1.1;19149.0;19490.0;23606.0;20556.0
soc-sign-Slashdot081106;77357;43349;516575;16;1.03;16899.0;17153.0;19287.0;18562.0
soc-sign-Slashdot081106;77357;43349;516575;16;1.05;16823.0;17165.0;19476.0;18566.0
soc-sign-Slashdot081106;77357;43349;516575;16;1.1;16789.0;17153.0;19331.0;18444.0
soc-sign-Slashdot081106;77357;43349;516575;2;1.03;6226.0;6155.0;6060.0;13012.0
soc-sign-Slashdot081106;77357;43349;516575;2;1.05;6540.0;5954.0;5889.0;12889.0
soc-sign-Slashdot081106;77357;43349;516575;2;1.1;5842.0;5864.0;6527.0;12085.0
soc-sign-Slashdot081106;77357;43349;516575;32;1.03;18250.0;18452.0;21247.0;19193.0
soc-sign-Slashdot081106;77357;43349;516575;32;1.05;18178.0;18419.0;21398.0;19209.0
soc-sign-Slashdot081106;77357;43349;516575;32;1.1;18131.0;18385.0;21592.0;19161.0
soc-sign-Slashdot081106;77357;43349;516575;4;1.03;10358.0;10303.0;10916.0;16776.0
soc-sign-Slashdot081106;77357;43349;516575;4;1.05;10155.0;10166.0;10943.0;16750.0
soc-sign-Slashdot081106;77357;43349;516575;4;1.1;9875.0;9897.0;10668.0;16651.0
soc-sign-Slashdot081106;77357;43349;516575;64;1.03;18796.0;19016.0;22759.0;19886.0
soc-sign-Slashdot081106;77357;43349;516575;64;1.05;18779.0;19092.0;22759.0;19911.0
soc-sign-Slashdot081106;77357;43349;516575;64;1.1;18748.0;18954.0;22725.0;19869.0
soc-sign-Slashdot081106;77357;43349;516575;8;1.03;15893.0;15059.0;16387.0;18002.0
soc-sign-Slashdot081106;77357;43349;516575;8;1.05;15829.0;14915.0;16254.0;18018.0
soc-sign-Slashdot081106;77357;43349;516575;8;1.1;15694.0;14695.0;16191.0;17962.0
soc-sign-Slashdot090216;81871;43873;545671;128;1.03;19514.0;19838.0;24060.0;20886.0
soc-sign-Slashdot090216;81871;43873;545671;128;1.05;19540.0;19823.0;24109.0;20873.0
soc-sign-Slashdot090216;81871;43873;545671;128;1.1;19436.0;19826.0;23958.0;20834.0
soc-sign-Slashdot090216;81871;43873;545671;16;1.03;17382.0;17559.0;20070.0;18898.0
soc-sign-Slashdot090216;81871;43873;545671;16;1.05;17274.0;17717.0;20151.0;18859.0
soc-sign-Slashdot090216;81871;43873;545671;16;1.1;17131.0;17440.0;20102.0;18772.0
soc-sign-Slashdot090216;81871;43873;545671;2;1.03;7222.0;6675.0;6881.0;13633.0
soc-sign-Slashdot090216;81871;43873;545671;2;1.05;6697.0;6352.0;6840.0;13282.0
soc-sign-Slashdot090216;81871;43873;545671;2;1.1;6272.0;6309.0;7536.0;12552.0
soc-sign-Slashdot090216;81871;43873;545671;32;1.03;18664.0;18908.0;22150.0;19426.0
soc-sign-Slashdot090216;81871;43873;545671;32;1.05;18578.0;18806.0;22172.0;19380.0
soc-sign-Slashdot090216;81871;43873;545671;32;1.1;18515.0;18791.0;21746.0;19340.0
soc-sign-Slashdot090216;81871;43873;545671;4;1.03;11052.0;10974.0;11991.0;16972.0
soc-sign-Slashdot090216;81871;43873;545671;4;1.05;10849.0;10811.0;12617.0;16993.0
soc-sign-Slashdot090216;81871;43873;545671;4;1.1;10476.0;10495.0;11994.0;16991.0
soc-sign-Slashdot090216;81871;43873;545671;64;1.03;19181.0;19503.0;23395.0;20196.0
soc-sign-Slashdot090216;81871;43873;545671;64;1.05;19153.0;19476.0;23340.0;20124.0
soc-sign-Slashdot090216;81871;43873;545671;64;1.1;19048.0;19436.0;23207.0;20061.0
soc-sign-Slashdot090216;81871;43873;545671;8;1.03;16388.0;15798.0;16496.0;18305.0
soc-sign-Slashdot090216;81871;43873;545671;8;1.05;16246.0;15631.0;16763.0;18354.0
soc-sign-Slashdot090216;81871;43873;545671;8;1.1;16122.0;15491.0;17234.0;18158.0
soc-sign-Slashdot090221;82144;44044;549202;128;1.03;19574.0;19832.0;24134.0;20930.0
soc-sign-Slashdot090221;82144;44044;549202;128;1.05;19550.0;19800.0;24128.0;20946.0
soc-sign-Slashdot090221;82144;44044;549202;128;1.1;19469.0;19843.0;24056.0;20837.0
soc-sign-Slashdot090221;82144;44044;549202;16;1.03;17416.0;17529.0;19919.0;18948.0
soc-sign-Slashdot090221;82144;44044;549202;16;1.05;17301.0;17580.0;19881.0;18830.0
soc-sign-Slashdot090221;82144;44044;549202;16;1.1;17188.0;17557.0;20174.0;18793.0
soc-sign-Slashdot090221;82144;44044;549202;2;1.03;7295.0;6753.0;7787.0;13444.0
soc-sign-Slashdot090221;82144;44044;549202;2;1.05;6601.0;6325.0;6334.0;13392.0
soc-sign-Slashdot090221;82144;44044;549202;2;1.1;5898.0;5701.0;7210.0;12638.0
soc-sign-Slashdot090221;82144;44044;549202;32;1.03;18700.0;18901.0;22336.0;19514.0
soc-sign-Slashdot090221;82144;44044;549202;32;1.05;18618.0;18970.0;22259.0;19480.0
soc-sign-Slashdot090221;82144;44044;549202;32;1.1;18550.0;18840.0;22142.0;19358.0
soc-sign-Slashdot090221;82144;44044;549202;4;1.03;10984.0;10969.0;12034.0;17069.0
soc-sign-Slashdot090221;82144;44044;549202;4;1.05;10875.0;10843.0;12114.0;17039.0
soc-sign-Slashdot090221;82144;44044;549202;4;1.1;10530.0;10487.0;11912.0;17035.0
soc-sign-Slashdot090221;82144;44044;549202;64;1.03;19224.0;19503.0;23218.0;20236.0
soc-sign-Slashdot090221;82144;44044;549202;64;1.05;19196.0;19483.0;23321.0;20135.0
soc-sign-Slashdot090221;82144;44044;549202;64;1.1;19092.0;19485.0;23186.0;20079.0
soc-sign-Slashdot090221;82144;44044;549202;8;1.03;16403.0;15731.0;17091.0;18381.0
soc-sign-Slashdot090221;82144;44044;549202;8;1.05;16243.0;15590.0;17168.0;18396.0
soc-sign-Slashdot090221;82144;44044;549202;8;1.1;16057.0;15429.0;16998.0;18342.0
soc-sign-epinions;131828;95318;841372;128;1.03;26529.0;26385.0;33004.0;28256.0
soc-sign-epinions;131828;95318;841372;128;1.05;25513.0;26770.0;32925.0;28097.0
soc-sign-epinions;131828;95318;841372;128;1.1;25499.0;26804.0;32755.0;27908.0
soc-sign-epinions;131828;95318;841372;16;1.03;22049.0;21775.0;24269.0;24961.0
soc-sign-epinions;131828;95318;841372;16;1.05;20797.0;21169.0;23653.0;24951.0
soc-sign-epinions;131828;95318;841372;16;1.1;21695.0;21335.0;24047.0;24935.0
soc-sign-epinions;131828;95318;841372;2;1.03;284.0;286.0;1060.0;12495.0
soc-sign-epinions;131828;95318;841372;2;1.05;129.0;146.0;847.0;10551.0
soc-sign-epinions;131828;95318;841372;2;1.1;63.0;38.0;87.0;8468.0
soc-sign-epinions;131828;95318;841372;32;1.03;23998.0;24309.0;28245.0;25929.0
soc-sign-epinions;131828;95318;841372;32;1.05;23036.0;24297.0;28003.0;25855.0
soc-sign-epinions;131828;95318;841372;32;1.1;23023.0;24063.0;28195.0;25748.0
soc-sign-epinions;131828;95318;841372;4;1.03;9181.0;8839.0;10188.0;20954.0
soc-sign-epinions;131828;95318;841372;4;1.05;8957.0;8667.0;10580.0;20874.0
soc-sign-epinions;131828;95318;841372;4;1.1;8587.0;8398.0;10191.0;20851.0
soc-sign-epinions;131828;95318;841372;64;1.03;25681.0;26019.0;30750.0;26826.0
soc-sign-epinions;131828;95318;841372;64;1.05;24581.0;25967.0;30577.0;26733.0
soc-sign-epinions;131828;95318;841372;64;1.1;24621.0;25770.0;31149.0;26653.0
soc-sign-epinions;131828;95318;841372;8;1.03;16296.0;16304.0;17641.0;23715.0
soc-sign-epinions;131828;95318;841372;8;1.05;16212.0;16166.0;17324.0;23629.0
soc-sign-epinions;131828;95318;841372;8;1.1;15683.0;15665.0;17285.0;23250.0
web-BerkStan;685230;680486;7600595;128;1.03;159359.0;160892.0;186425.0;174492.0
web-BerkStan;685230;680486;7600595;128;1.05;157541.0;159969.0;188693.0;174477.0
web-BerkStan;685230;680486;7600595;128;1.1;157735.0;159008.0;192049.0;173077.0
web-BerkStan;685230;680486;7600595;16;1.03;35103.0;34995.0;49262.0;43507.0
web-BerkStan;685230;680486;7600595;16;1.05;28807.0;27505.0;47686.0;42627.0
web-BerkStan;685230;680486;7600595;16;1.1;27577.0;34008.0;45008.0;39056.0
web-BerkStan;685230;680486;7600595;2;1.03;869.0;875.0;911.0;1219.0
web-BerkStan;685230;680486;7600595;2;1.05;870.0;875.0;911.0;1082.0
web-BerkStan;685230;680486;7600595;2;1.1;866.0;876.0;143.0;1807.0
web-BerkStan;685230;680486;7600595;32;1.03;78321.0;74279.0;93664.0;94640.0
web-BerkStan;685230;680486;7600595;32;1.05;75983.0;74659.0;134265.0;91613.0
web-BerkStan;685230;680486;7600595;32;1.1;72008.0;72373.0;91238.0;90179.0
web-BerkStan;685230;680486;7600595;4;1.03;1950.0;1941.0;3255.0;4922.0
web-BerkStan;685230;680486;7600595;4;1.05;1801.0;1511.0;3003.0;3085.0
web-BerkStan;685230;680486;7600595;4;1.1;1691.0;1495.0;2770.0;4451.0
web-BerkStan;685230;680486;7600595;64;1.03;120597.0;119735.0;141520.0;139658.0
web-BerkStan;685230;680486;7600595;64;1.05;119592.0;119953.0;152824.0;138180.0
web-BerkStan;685230;680486;7600595;64;1.1;116041.0;116019.0;185787.0;136862.0
web-BerkStan;685230;680486;7600595;8;1.03;11767.0;12057.0;14975.0;19258.0
web-BerkStan;685230;680486;7600595;8;1.05;11338.0;11755.0;14492.0;17427.0
web-BerkStan;685230;680486;7600595;8;1.1;10869.0;10863.0;13058.0;16479.0
web-Google;916428;739454;5105039;128;1.03;22286.0;22267.0;37678.0;39818.0
web-Google;916428;739454;5105039;128;1.05;21318.0;22109.0;35985.0;38570.0
web-Google;916428;739454;5105039;128;1.1;23433.0;23159.0;30434.0;36922.0
web-Google;916428;739454;5105039;16;1.03;16694.0;16670.0;19229.0;16673.0
web-Google;916428;739454;5105039;16;1.05;16528.0;16707.0;18708.0;16527.0
web-Google;916428;739454;5105039;16;1.1;16500.0;16648.0;18191.0;16453.0
web-Google;916428;739454;5105039;2;1.03;5930.0;6286.0;6200.0;9744.0
web-Google;916428;739454;5105039;2;1.05;5688.0;5967.0;5911.0;9624.0
web-Google;916428;739454;5105039;2;1.1;4877.0;5298.0;5144.0;9736.0
web-Google;916428;739454;5105039;32;1.03;17769.0;17824.0;20818.0;17878.0
web-Google;916428;739454;5105039;32;1.05;17793.0;17975.0;20726.0;17733.0
web-Google;916428;739454;5105039;32;1.1;17712.0;18069.0;20165.0;17750.0
web-Google;916428;739454;5105039;4;1.03;12398.0;12486.0;12792.0;13292.0
web-Google;916428;739454;5105039;4;1.05;12211.0;12607.0;12606.0;13066.0
web-Google;916428;739454;5105039;4;1.1;11970.0;12106.0;12315.0;13131.0
web-Google;916428;739454;5105039;64;1.03;19188.0;19321.0;24377.0;22818.0
web-Google;916428;739454;5105039;64;1.05;19748.0;19427.0;22979.0;22478.0
web-Google;916428;739454;5105039;64;1.1;19506.0;19490.0;24166.0;21961.0
web-Google;916428;739454;5105039;8;1.03;14891.0;15179.0;16325.0;15037.0
web-Google;916428;739454;5105039;8;1.05;14873.0;15235.0;16112.0;15096.0
web-Google;916428;739454;5105039;8;1.1;14851.0;14986.0;15976.0;14995.0
web-NotreDame;325729;137941;1497134;128;1.03;20748.0;21023.0;23413.0;22629.0
web-NotreDame;325729;137941;1497134;128;1.05;20677.0;20748.0;24032.0;22481.0
web-NotreDame;325729;137941;1497134;128;1.1;20393.0;20459.0;23102.0;22179.0
web-NotreDame;325729;137941;1497134;16;1.03;4919.0;5116.0;6328.0;6250.0
web-NotreDame;325729;137941;1497134;16;1.05;4902.0;5026.0;6144.0;5998.0
web-NotreDame;325729;137941;1497134;16;1.1;4842.0;5037.0;6371.0;6692.0
web-NotreDame;325729;137941;1497134;2;1.03;256.0;256.0;473.0;814.0
web-NotreDame;325729;137941;1497134;2;1.05;277.0;250.0;393.0;732.0
web-NotreDame;325729;137941;1497134;2;1.1;211.0;233.0;385.0;784.0
web-NotreDame;325729;137941;1497134;32;1.03;6453.0;6593.0;8650.0;7491.0
web-NotreDame;325729;137941;1497134;32;1.05;6300.0;6385.0;8498.0;7171.0
web-NotreDame;325729;137941;1497134;32;1.1;6045.0;6237.0;8042.0;6953.0
web-NotreDame;325729;137941;1497134;4;1.03;1804.0;1916.0;3253.0;2321.0
web-NotreDame;325729;137941;1497134;4;1.05;1827.0;1849.0;2972.0;2649.0
web-NotreDame;325729;137941;1497134;4;1.1;1512.0;1755.0;2559.0;2019.0
web-NotreDame;325729;137941;1497134;64;1.03;13985.0;14160.0;16511.0;15070.0
web-NotreDame;325729;137941;1497134;64;1.05;13589.0;13812.0;16142.0;14385.0
web-NotreDame;325729;137941;1497134;64;1.1;13182.0;13399.0;15945.0;14059.0
web-NotreDame;325729;137941;1497134;8;1.03;3762.0;3914.0;4603.0;5325.0
web-NotreDame;325729;137941;1497134;8;1.05;3749.0;3884.0;4765.0;4657.0
web-NotreDame;325729;137941;1497134;8;1.1;3641.0;3825.0;4600.0;4792.0
web-Stanford;281903;281731;2312497;128;1.03;57660.0;57212.0;78425.0;61580.0
web-Stanford;281903;281731;2312497;128;1.05;57485.0;56964.0;79758.0;61254.0
web-Stanford;281903;281731;2312497;128;1.1;56516.0;56730.0;78561.0;60407.0
web-Stanford;281903;281731;2312497;16;1.03;14153.0;13557.0;33120.0;15473.0
web-Stanford;281903;281731;2312497;16;1.05;14912.0;15098.0;19258.0;15254.0
web-Stanford;281903;281731;2312497;16;1.1;14226.0;13697.0;31275.0;15257.0
web-Stanford;281903;281731;2312497;2;1.03;43.0;40.0;91.0;269.0
web-Stanford;281903;281731;2312497;2;1.05;41.0;41.0;47.0;217.0
web-Stanford;281903;281731;2312497;2;1.1;39.0;38.0;38.0;276.0
web-Stanford;281903;281731;2312497;32;1.03;29336.0;29206.0;50903.0;34839.0
web-Stanford;281903;281731;2312497;32;1.05;29058.0;28622.0;52251.0;34723.0
web-Stanford;281903;281731;2312497;32;1.1;27798.0;27396.0;49115.0;34167.0
web-Stanford;281903;281731;2312497;4;1.03;2128.0;2122.0;3082.0;3046.0
web-Stanford;281903;281731;2312497;4;1.05;2214.0;2027.0;2632.0;3085.0
web-Stanford;281903;281731;2312497;4;1.1;1520.0;1819.0;2107.0;2689.0
web-Stanford;281903;281731;2312497;64;1.03;47320.0;47037.0;71364.0;51039.0
web-Stanford;281903;281731;2312497;64;1.05;46882.0;46950.0;68772.0;51639.0
web-Stanford;281903;281731;2312497;64;1.1;45582.0;45137.0;70841.0;50917.0
web-Stanford;281903;281731;2312497;8;1.03;7486.0;7671.0;10051.0;10555.0
web-Stanford;281903;281731;2312497;8;1.05;7286.0;7263.0;10055.0;10401.0
web-Stanford;281903;281731;2312497;8;1.1;6980.0;7026.0;8534.0;10263.0
wiki-Talk;2394385;147602;5021410;128;1.03;32360.0;32692.0;37092.0;39569.0
wiki-Talk;2394385;147602;5021410;128;1.05;32154.0;32422.0;36897.0;39559.0
wiki-Talk;2394385;147602;5021410;128;1.1;31585.0;31811.0;36859.0;39259.0
wiki-Talk;2394385;147602;5021410;16;1.03;9817.0;10953.0;25765.0;9819.0
wiki-Talk;2394385;147602;5021410;16;1.05;9699.0;10682.0;26094.0;9822.0
wiki-Talk;2394385;147602;5021410;16;1.1;9457.0;10626.0;37227.0;9810.0
wiki-Talk;2394385;147602;5021410;2;1.03;1011.0;1018.0;1021.0;8413.0
wiki-Talk;2394385;147602;5021410;2;1.05;1014.0;989.0;1021.0;8406.0
wiki-Talk;2394385;147602;5021410;2;1.1;1009.0;1001.0;1021.0;8402.0
wiki-Talk;2394385;147602;5021410;32;1.03;16942.0;16319.0;26096.0;15230.0
wiki-Talk;2394385;147602;5021410;32;1.05;16679.0;16166.0;25792.0;15246.0
wiki-Talk;2394385;147602;5021410;32;1.1;16142.0;15741.0;26304.0;15228.0
wiki-Talk;2394385;147602;5021410;4;1.03;4035.0;4432.0;12817.0;8539.0
wiki-Talk;2394385;147602;5021410;4;1.05;4032.0;4450.0;12749.0;8518.0
wiki-Talk;2394385;147602;5021410;4;1.1;4007.0;4463.0;11693.0;8531.0
wiki-Talk;2394385;147602;5021410;64;1.03;24238.0;24499.0;27327.0;32514.0
wiki-Talk;2394385;147602;5021410;64;1.05;24124.0;24276.0;27332.0;32757.0
wiki-Talk;2394385;147602;5021410;64;1.1;23653.0;23750.0;27154.0;32663.0
wiki-Talk;2394385;147602;5021410;8;1.03;7111.0;6782.0;20130.0;8604.0
wiki-Talk;2394385;147602;5021410;8;1.05;6981.0;6758.0;23586.0;8605.0
wiki-Talk;2394385;147602;5021410;8;1.1;6514.0;6263.0;19589.0;8603.0
wiki-Vote;8297;6110;103689;128;1.03;2953.0;2967.0;3361.0;3301.0
wiki-Vote;8297;6110;103689;128;1.05;2941.0;2958.0;3374.0;3295.0
wiki-Vote;8297;6110;103689;128;1.1;2940.0;2955.0;3368.0;3169.0
wiki-Vote;8297;6110;103689;16;1.03;2340.0;2341.0;2563.0;2921.0
wiki-Vote;8297;6110;103689;16;1.05;2293.0;2323.0;2560.0;2895.0
wiki-Vote;8297;6110;103689;16;1.1;2254.0;2257.0;2538.0;2893.0
wiki-Vote;8297;6110;103689;2;1.03;-1;-1;-1;1451.0
wiki-Vote;8297;6110;103689;2;1.05;-1;-1;-1;1431.0
wiki-Vote;8297;6110;103689;2;1.1;-1;-1;-1;1390.0
wiki-Vote;8297;6110;103689;32;1.03;2674.0;2667.0;2953.0;3058.0
wiki-Vote;8297;6110;103689;32;1.05;2646.0;2667.0;2962.0;3028.0
wiki-Vote;8297;6110;103689;32;1.1;2640.0;2613.0;2964.0;3013.0
wiki-Vote;8297;6110;103689;4;1.03;330.0;283.0;357.0;2272.0
wiki-Vote;8297;6110;103689;4;1.05;217.0;214.0;417.0;2279.0
wiki-Vote;8297;6110;103689;4;1.1;72.0;72.0;260.0;2230.0
wiki-Vote;8297;6110;103689;64;1.03;2854.0;2874.0;3216.0;3161.0
wiki-Vote;8297;6110;103689;64;1.05;2850.0;2868.0;3194.0;3106.0
wiki-Vote;8297;6110;103689;64;1.1;2831.0;2846.0;3197.0;3095.0
wiki-Vote;8297;6110;103689;8;1.03;1598.0;1592.0;1687.0;2663.0
wiki-Vote;8297;6110;103689;8;1.05;1568.0;1562.0;1580.0;2673.0
wiki-Vote;8297;6110;103689;8;1.1;1453.0;1450.0;1540.0;2674.0
