amazon050521.1;amazon0505;410235;396803;2;1.1;26152.0
amazon050541.1;amazon0505;410235;396803;4;1.1;51880.0
amazon050581.1;amazon0505;410235;396803;8;1.1;72811.0
amazon0505161.1;amazon0505;410235;396803;16;1.1;91634.0
amazon0505321.1;amazon0505;410235;396803;32;1.1;110192.0
amazon0505641.1;amazon0505;410235;396803;64;1.1;128290.0
amazon05051281.1;amazon0505;410235;396803;128;1.1;146194.0
amazon050521.03;amazon0505;410235;396803;2;1.03;28372.0
amazon050541.03;amazon0505;410235;396803;4;1.03;54267.0
amazon050581.03;amazon0505;410235;396803;8;1.03;74725.0
amazon0505161.03;amazon0505;410235;396803;16;1.03;92784.0
amazon0505321.03;amazon0505;410235;396803;32;1.03;111908.0
amazon0505641.03;amazon0505;410235;396803;64;1.03;129291.0
amazon05051281.03;amazon0505;410235;396803;128;1.03;147142.0
amazon050521.05;amazon0505;410235;396803;2;1.05;28109.0
amazon050541.05;amazon0505;410235;396803;4;1.05;53429.0
amazon050581.05;amazon0505;410235;396803;8;1.05;73496.0
amazon0505161.05;amazon0505;410235;396803;16;1.05;92297.0
amazon0505321.05;amazon0505;410235;396803;32;1.05;111697.0
amazon0505641.05;amazon0505;410235;396803;64;1.05;128847.0
amazon05051281.05;amazon0505;410235;396803;128;1.05;147066.0
amazon060121.1;amazon0601;403312;402439;2;1.1;26039.0
amazon060141.1;amazon0601;403312;402439;4;1.1;52764.0
amazon060181.1;amazon0601;403312;402439;8;1.1;74235.0
amazon0601161.1;amazon0601;403312;402439;16;1.1;92663.0
amazon0601321.1;amazon0601;403312;402439;32;1.1;111466.0
amazon0601641.1;amazon0601;403312;402439;64;1.1;129708.0
amazon06011281.1;amazon0601;403312;402439;128;1.1;147926.0
amazon060121.03;amazon0601;403312;402439;2;1.03;28791.0
amazon060141.03;amazon0601;403312;402439;4;1.03;54853.0
amazon060181.03;amazon0601;403312;402439;8;1.03;74929.0
amazon0601161.03;amazon0601;403312;402439;16;1.03;94599.0
amazon0601321.03;amazon0601;403312;402439;32;1.03;113549.0
amazon0601641.03;amazon0601;403312;402439;64;1.03;130773.0
amazon06011281.03;amazon0601;403312;402439;128;1.03;149689.0
amazon060121.05;amazon0601;403312;402439;2;1.05;28170.0
amazon060141.05;amazon0601;403312;402439;4;1.05;54085.0
amazon060181.05;amazon0601;403312;402439;8;1.05;74138.0
amazon0601161.05;amazon0601;403312;402439;16;1.05;92456.0
amazon0601321.05;amazon0601;403312;402439;32;1.05;112353.0
amazon0601641.05;amazon0601;403312;402439;64;1.05;129948.0
amazon06011281.05;amazon0601;403312;402439;128;1.05;148519.0
as-73521.1;as-735;6474;6474;2;1.1;318.0
as-73541.1;as-735;6474;6474;4;1.1;540.0
as-73581.1;as-735;6474;6474;8;1.1;974.0
as-735161.1;as-735;6474;6474;16;1.1;1437.0
as-735321.1;as-735;6474;6474;32;1.1;1703.0
as-735641.1;as-735;6474;6474;64;1.1;1927.0
as-7351281.1;as-735;6474;6474;128;1.1;2211.0
as-73521.03;as-735;6474;6474;2;1.03;328.0
as-73541.03;as-735;6474;6474;4;1.03;562.0
as-73581.03;as-735;6474;6474;8;1.03;1010.0
as-735161.03;as-735;6474;6474;16;1.03;1482.0
as-735321.03;as-735;6474;6474;32;1.03;1713.0
as-735641.03;as-735;6474;6474;64;1.03;1954.0
as-7351281.03;as-735;6474;6474;128;1.03;2250.0
as-73521.05;as-735;6474;6474;2;1.05;328.0
as-73541.05;as-735;6474;6474;4;1.05;553.0
as-73581.05;as-735;6474;6474;8;1.05;983.0
as-735161.05;as-735;6474;6474;16;1.05;1463.0
as-735321.05;as-735;6474;6474;32;1.05;1712.0
as-735641.05;as-735;6474;6474;64;1.05;1947.0
as-7351281.05;as-735;6474;6474;128;1.05;2212.0
as-caida21.1;as-caida;26475;26475;2;1.1;268.0
as-caida41.1;as-caida;26475;26475;4;1.1;1921.0
as-caida81.1;as-caida;26475;26475;8;1.1;3223.0
as-caida161.1;as-caida;26475;26475;16;1.1;4047.0
as-caida321.1;as-caida;26475;26475;32;1.1;4832.0
as-caida641.1;as-caida;26475;26475;64;1.1;5721.0
as-caida1281.1;as-caida;26475;26475;128;1.1;6513.0
as-caida21.03;as-caida;26475;26475;2;1.03;318.0
as-caida41.03;as-caida;26475;26475;4;1.03;1992.0
as-caida81.03;as-caida;26475;26475;8;1.03;3285.0
as-caida161.03;as-caida;26475;26475;16;1.03;4114.0
as-caida321.03;as-caida;26475;26475;32;1.03;4979.0
as-caida641.03;as-caida;26475;26475;64;1.03;5801.0
as-caida1281.03;as-caida;26475;26475;128;1.03;6549.0
as-caida21.05;as-caida;26475;26475;2;1.05;306.0
as-caida41.05;as-caida;26475;26475;4;1.05;1911.0
as-caida81.05;as-caida;26475;26475;8;1.05;3292.0
as-caida161.05;as-caida;26475;26475;16;1.05;4097.0
as-caida321.05;as-caida;26475;26475;32;1.05;4941.0
as-caida641.05;as-caida;26475;26475;64;1.05;5808.0
as-caida1281.05;as-caida;26475;26475;128;1.05;6542.0
as-Skitter21.1;as-Skitter;1696415;1696415;2;1.1;126727.0
as-Skitter41.1;as-Skitter;1696415;1696415;4;1.1;187944.0
as-Skitter81.1;as-Skitter;1696415;1696415;8;1.1;251365.0
as-Skitter161.1;as-Skitter;1696415;1696415;16;1.1;293215.0
as-Skitter321.1;as-Skitter;1696415;1696415;32;1.1;350414.0
as-Skitter641.1;as-Skitter;1696415;1696415;64;1.1;416292.0
as-Skitter1281.1;as-Skitter;1696415;1696415;128;1.1;491624.0
as-Skitter21.03;as-Skitter;1696415;1696415;2;1.03;133056.0
as-Skitter41.03;as-Skitter;1696415;1696415;4;1.03;197132.0
as-Skitter81.03;as-Skitter;1696415;1696415;8;1.03;260892.0
as-Skitter161.03;as-Skitter;1696415;1696415;16;1.03;302183.0
as-Skitter321.03;as-Skitter;1696415;1696415;32;1.03;361057.0
as-Skitter641.03;as-Skitter;1696415;1696415;64;1.03;429283.0
as-Skitter1281.03;as-Skitter;1696415;1696415;128;1.03;503276.0
as-Skitter21.05;as-Skitter;1696415;1696415;2;1.05;137784.0
as-Skitter41.05;as-Skitter;1696415;1696415;4;1.05;192307.0
as-Skitter81.05;as-Skitter;1696415;1696415;8;1.05;257345.0
as-Skitter161.05;as-Skitter;1696415;1696415;16;1.05;296849.0
as-Skitter321.05;as-Skitter;1696415;1696415;32;1.05;360970.0
as-Skitter641.05;as-Skitter;1696415;1696415;64;1.05;427819.0
as-Skitter1281.05;as-Skitter;1696415;1696415;128;1.05;499904.0
ca-AstroPh21.1;ca-AstroPh;18772;18772;2;1.1;6805.0
ca-AstroPh41.1;ca-AstroPh;18772;18772;4;1.1;8652.0
ca-AstroPh81.1;ca-AstroPh;18772;18772;8;1.1;9508.0
ca-AstroPh161.1;ca-AstroPh;18772;18772;16;1.1;10116.0
ca-AstroPh321.1;ca-AstroPh;18772;18772;32;1.1;10816.0
ca-AstroPh641.1;ca-AstroPh;18772;18772;64;1.1;11503.0
ca-AstroPh1281.1;ca-AstroPh;18772;18772;128;1.1;11802.0
ca-AstroPh21.03;ca-AstroPh;18772;18772;2;1.03;6889.0
ca-AstroPh41.03;ca-AstroPh;18772;18772;4;1.03;8702.0
ca-AstroPh81.03;ca-AstroPh;18772;18772;8;1.03;9588.0
ca-AstroPh161.03;ca-AstroPh;18772;18772;16;1.03;10222.0
ca-AstroPh321.03;ca-AstroPh;18772;18772;32;1.03;10820.0
ca-AstroPh641.03;ca-AstroPh;18772;18772;64;1.03;11607.0
ca-AstroPh1281.03;ca-AstroPh;18772;18772;128;1.03;11993.0
ca-AstroPh21.05;ca-AstroPh;18772;18772;2;1.05;6914.0
ca-AstroPh41.05;ca-AstroPh;18772;18772;4;1.05;8604.0
ca-AstroPh81.05;ca-AstroPh;18772;18772;8;1.05;9547.0
ca-AstroPh161.05;ca-AstroPh;18772;18772;16;1.05;10183.0
ca-AstroPh321.05;ca-AstroPh;18772;18772;32;1.05;10870.0
ca-AstroPh641.05;ca-AstroPh;18772;18772;64;1.05;11510.0
ca-AstroPh1281.05;ca-AstroPh;18772;18772;128;1.05;11923.0
ca-CondMat21.1;ca-CondMat;23133;23133;2;1.1;4247.0
ca-CondMat41.1;ca-CondMat;23133;23133;4;1.1;6415.0
ca-CondMat81.1;ca-CondMat;23133;23133;8;1.1;7363.0
ca-CondMat161.1;ca-CondMat;23133;23133;16;1.1;8064.0
ca-CondMat321.1;ca-CondMat;23133;23133;32;1.1;8726.0
ca-CondMat641.1;ca-CondMat;23133;23133;64;1.1;9299.0
ca-CondMat1281.1;ca-CondMat;23133;23133;128;1.1;9774.0
ca-CondMat21.03;ca-CondMat;23133;23133;2;1.03;4436.0
ca-CondMat41.03;ca-CondMat;23133;23133;4;1.03;6428.0
ca-CondMat81.03;ca-CondMat;23133;23133;8;1.03;7353.0
ca-CondMat161.03;ca-CondMat;23133;23133;16;1.03;8089.0
ca-CondMat321.03;ca-CondMat;23133;23133;32;1.03;8758.0
ca-CondMat641.03;ca-CondMat;23133;23133;64;1.03;9328.0
ca-CondMat1281.03;ca-CondMat;23133;23133;128;1.03;9837.0
ca-CondMat21.05;ca-CondMat;23133;23133;2;1.05;4399.0
ca-CondMat41.05;ca-CondMat;23133;23133;4;1.05;6381.0
ca-CondMat81.05;ca-CondMat;23133;23133;8;1.05;7391.0
ca-CondMat161.05;ca-CondMat;23133;23133;16;1.05;8062.0
ca-CondMat321.05;ca-CondMat;23133;23133;32;1.05;8749.0
ca-CondMat641.05;ca-CondMat;23133;23133;64;1.05;9303.0
ca-CondMat1281.05;ca-CondMat;23133;23133;128;1.05;9825.0
ca-GrQc21.1;ca-GrQc;5242;5242;2;1.1;461.0
ca-GrQc41.1;ca-GrQc;5242;5242;4;1.1;674.0
ca-GrQc81.1;ca-GrQc;5242;5242;8;1.1;853.0
ca-GrQc161.1;ca-GrQc;5242;5242;16;1.1;971.0
ca-GrQc321.1;ca-GrQc;5242;5242;32;1.1;1092.0
ca-GrQc641.1;ca-GrQc;5242;5242;64;1.1;1210.0
ca-GrQc1281.1;ca-GrQc;5242;5242;128;1.1;1408.0
ca-GrQc21.03;ca-GrQc;5242;5242;2;1.03;467.0
ca-GrQc41.03;ca-GrQc;5242;5242;4;1.03;674.0
ca-GrQc81.03;ca-GrQc;5242;5242;8;1.03;855.0
ca-GrQc161.03;ca-GrQc;5242;5242;16;1.03;963.0
ca-GrQc321.03;ca-GrQc;5242;5242;32;1.03;1107.0
ca-GrQc641.03;ca-GrQc;5242;5242;64;1.03;1243.0
ca-GrQc1281.03;ca-GrQc;5242;5242;128;1.03;1482.0
ca-GrQc21.05;ca-GrQc;5242;5242;2;1.05;463.0
ca-GrQc41.05;ca-GrQc;5242;5242;4;1.05;678.0
ca-GrQc81.05;ca-GrQc;5242;5242;8;1.05;860.0
ca-GrQc161.05;ca-GrQc;5242;5242;16;1.05;980.0
ca-GrQc321.05;ca-GrQc;5242;5242;32;1.05;1090.0
ca-GrQc641.05;ca-GrQc;5242;5242;64;1.05;1225.0
ca-GrQc1281.05;ca-GrQc;5242;5242;128;1.05;1454.0
ca-HepPh21.1;ca-HepPh;12008;12008;2;1.1;2962.0
ca-HepPh41.1;ca-HepPh;12008;12008;4;1.1;3848.0
ca-HepPh81.1;ca-HepPh;12008;12008;8;1.1;4392.0
ca-HepPh161.1;ca-HepPh;12008;12008;16;1.1;4793.0
ca-HepPh321.1;ca-HepPh;12008;12008;32;1.1;5185.0
ca-HepPh641.1;ca-HepPh;12008;12008;64;1.1;5523.0
ca-HepPh1281.1;ca-HepPh;12008;12008;128;1.1;5780.0
ca-HepPh21.03;ca-HepPh;12008;12008;2;1.03;3055.0
ca-HepPh41.03;ca-HepPh;12008;12008;4;1.03;3875.0
ca-HepPh81.03;ca-HepPh;12008;12008;8;1.03;4366.0
ca-HepPh161.03;ca-HepPh;12008;12008;16;1.03;4836.0
ca-HepPh321.03;ca-HepPh;12008;12008;32;1.03;5161.0
ca-HepPh641.03;ca-HepPh;12008;12008;64;1.03;5596.0
ca-HepPh1281.03;ca-HepPh;12008;12008;128;1.03;5884.0
ca-HepPh21.05;ca-HepPh;12008;12008;2;1.05;3076.0
ca-HepPh41.05;ca-HepPh;12008;12008;4;1.05;3843.0
ca-HepPh81.05;ca-HepPh;12008;12008;8;1.05;4445.0
ca-HepPh161.05;ca-HepPh;12008;12008;16;1.05;4780.0
ca-HepPh321.05;ca-HepPh;12008;12008;32;1.05;5225.0
ca-HepPh641.05;ca-HepPh;12008;12008;64;1.05;5524.0
ca-HepPh1281.05;ca-HepPh;12008;12008;128;1.05;5872.0
ca-HepTh21.1;ca-HepTh;9877;9877;2;1.1;1486.0
ca-HepTh41.1;ca-HepTh;9877;9877;4;1.1;2014.0
ca-HepTh81.1;ca-HepTh;9877;9877;8;1.1;2397.0
ca-HepTh161.1;ca-HepTh;9877;9877;16;1.1;2657.0
ca-HepTh321.1;ca-HepTh;9877;9877;32;1.1;2934.0
ca-HepTh641.1;ca-HepTh;9877;9877;64;1.1;3092.0
ca-HepTh1281.1;ca-HepTh;9877;9877;128;1.1;3261.0
ca-HepTh21.03;ca-HepTh;9877;9877;2;1.03;1499.0
ca-HepTh41.03;ca-HepTh;9877;9877;4;1.03;2042.0
ca-HepTh81.03;ca-HepTh;9877;9877;8;1.03;2398.0
ca-HepTh161.03;ca-HepTh;9877;9877;16;1.03;2682.0
ca-HepTh321.03;ca-HepTh;9877;9877;32;1.03;2921.0
ca-HepTh641.03;ca-HepTh;9877;9877;64;1.03;3110.0
ca-HepTh1281.03;ca-HepTh;9877;9877;128;1.03;3319.0
ca-HepTh21.05;ca-HepTh;9877;9877;2;1.05;1478.0
ca-HepTh41.05;ca-HepTh;9877;9877;4;1.05;2041.0
ca-HepTh81.05;ca-HepTh;9877;9877;8;1.05;2407.0
ca-HepTh161.05;ca-HepTh;9877;9877;16;1.05;2673.0
ca-HepTh321.05;ca-HepTh;9877;9877;32;1.05;2921.0
ca-HepTh641.05;ca-HepTh;9877;9877;64;1.05;3110.0
ca-HepTh1281.05;ca-HepTh;9877;9877;128;1.05;3276.0
cit-HepPh21.1;cit-HepPh;28230;32158;2;1.1;5383.0
cit-HepPh41.1;cit-HepPh;28230;32158;4;1.1;10056.0
cit-HepPh81.1;cit-HepPh;28230;32158;8;1.1;13264.0
cit-HepPh161.1;cit-HepPh;28230;32158;16;1.1;16439.0
cit-HepPh321.1;cit-HepPh;28230;32158;32;1.1;18824.0
cit-HepPh641.1;cit-HepPh;28230;32158;64;1.1;20530.0
cit-HepPh1281.1;cit-HepPh;28230;32158;128;1.1;22079.0
cit-HepPh21.03;cit-HepPh;28230;32158;2;1.03;5378.0
cit-HepPh41.03;cit-HepPh;28230;32158;4;1.03;10119.0
cit-HepPh81.03;cit-HepPh;28230;32158;8;1.03;13363.0
cit-HepPh161.03;cit-HepPh;28230;32158;16;1.03;16582.0
cit-HepPh321.03;cit-HepPh;28230;32158;32;1.03;19037.0
cit-HepPh641.03;cit-HepPh;28230;32158;64;1.03;20751.0
cit-HepPh1281.03;cit-HepPh;28230;32158;128;1.03;22291.0
cit-HepPh21.05;cit-HepPh;28230;32158;2;1.05;5383.0
cit-HepPh41.05;cit-HepPh;28230;32158;4;1.05;10013.0
cit-HepPh81.05;cit-HepPh;28230;32158;8;1.05;13432.0
cit-HepPh161.05;cit-HepPh;28230;32158;16;1.05;16544.0
cit-HepPh321.05;cit-HepPh;28230;32158;32;1.05;18986.0
cit-HepPh641.05;cit-HepPh;28230;32158;64;1.05;20662.0
cit-HepPh1281.05;cit-HepPh;28230;32158;128;1.05;22236.0
cit-HepTh21.1;cit-HepTh;23180;25059;2;1.1;5384.0
cit-HepTh41.1;cit-HepTh;23180;25059;4;1.1;9847.0
cit-HepTh81.1;cit-HepTh;23180;25059;8;1.1;11827.0
cit-HepTh161.1;cit-HepTh;23180;25059;16;1.1;13127.0
cit-HepTh321.1;cit-HepTh;23180;25059;32;1.1;14481.0
cit-HepTh641.1;cit-HepTh;23180;25059;64;1.1;15407.0
cit-HepTh1281.1;cit-HepTh;23180;25059;128;1.1;16326.0
cit-HepTh21.03;cit-HepTh;23180;25059;2;1.03;5637.0
cit-HepTh41.03;cit-HepTh;23180;25059;4;1.03;10115.0
cit-HepTh81.03;cit-HepTh;23180;25059;8;1.03;11899.0
cit-HepTh161.03;cit-HepTh;23180;25059;16;1.03;13234.0
cit-HepTh321.03;cit-HepTh;23180;25059;32;1.03;14524.0
cit-HepTh641.03;cit-HepTh;23180;25059;64;1.03;15520.0
cit-HepTh1281.03;cit-HepTh;23180;25059;128;1.03;16478.0
cit-HepTh21.05;cit-HepTh;23180;25059;2;1.05;6142.0
cit-HepTh41.05;cit-HepTh;23180;25059;4;1.05;9848.0
cit-HepTh81.05;cit-HepTh;23180;25059;8;1.05;11860.0
cit-HepTh161.05;cit-HepTh;23180;25059;16;1.05;13211.0
cit-HepTh321.05;cit-HepTh;23180;25059;32;1.05;14512.0
cit-HepTh641.05;cit-HepTh;23180;25059;64;1.05;15496.0
cit-HepTh1281.05;cit-HepTh;23180;25059;128;1.05;16398.0
cit-Patents21.1;cit-Patents;3258983;2089345;2;1.1;225429.0
cit-Patents41.1;cit-Patents;3258983;2089345;4;1.1;341057.0
cit-Patents81.1;cit-Patents;3258983;2089345;8;1.1;472128.0
cit-Patents161.1;cit-Patents;3258983;2089345;16;1.1;571728.0
cit-Patents321.1;cit-Patents;3258983;2089345;32;1.1;655147.0
cit-Patents641.1;cit-Patents;3258983;2089345;64;1.1;727329.0
cit-Patents1281.1;cit-Patents;3258983;2089345;128;1.1;796412.0
cit-Patents21.03;cit-Patents;3258983;2089345;2;1.03;227005.0
cit-Patents41.03;cit-Patents;3258983;2089345;4;1.03;348632.0
cit-Patents81.03;cit-Patents;3258983;2089345;8;1.03;486789.0
cit-Patents161.03;cit-Patents;3258983;2089345;16;1.03;578140.0
cit-Patents321.03;cit-Patents;3258983;2089345;32;1.03;666884.0
cit-Patents641.03;cit-Patents;3258983;2089345;64;1.03;736523.0
cit-Patents1281.03;cit-Patents;3258983;2089345;128;1.03;805121.0
cit-Patents21.05;cit-Patents;3258983;2089345;2;1.05;226870.0
cit-Patents41.05;cit-Patents;3258983;2089345;4;1.05;343984.0
cit-Patents81.05;cit-Patents;3258983;2089345;8;1.05;480210.0
cit-Patents161.05;cit-Patents;3258983;2089345;16;1.05;574866.0
cit-Patents321.05;cit-Patents;3258983;2089345;32;1.05;664047.0
cit-Patents641.05;cit-Patents;3258983;2089345;64;1.05;735456.0
cit-Patents1281.05;cit-Patents;3258983;2089345;128;1.05;801465.0
email-Enron21.1;email-Enron;36692;36692;2;1.1;3063.0
email-Enron41.1;email-Enron;36692;36692;4;1.1;6892.0
email-Enron81.1;email-Enron;36692;36692;8;1.1;8408.0
email-Enron161.1;email-Enron;36692;36692;16;1.1;9522.0
email-Enron321.1;email-Enron;36692;36692;32;1.1;10575.0
email-Enron641.1;email-Enron;36692;36692;64;1.1;11898.0
email-Enron1281.1;email-Enron;36692;36692;128;1.1;13813.0
email-Enron21.03;email-Enron;36692;36692;2;1.03;3563.0
email-Enron41.03;email-Enron;36692;36692;4;1.03;7063.0
email-Enron81.03;email-Enron;36692;36692;8;1.03;8569.0
email-Enron161.03;email-Enron;36692;36692;16;1.03;9722.0
email-Enron321.03;email-Enron;36692;36692;32;1.03;10749.0
email-Enron641.03;email-Enron;36692;36692;64;1.03;12111.0
email-Enron1281.03;email-Enron;36692;36692;128;1.03;14355.0
email-Enron21.05;email-Enron;36692;36692;2;1.05;3304.0
email-Enron41.05;email-Enron;36692;36692;4;1.05;7017.0
email-Enron81.05;email-Enron;36692;36692;8;1.05;8471.0
email-Enron161.05;email-Enron;36692;36692;16;1.05;9741.0
email-Enron321.05;email-Enron;36692;36692;32;1.05;10650.0
email-Enron641.05;email-Enron;36692;36692;64;1.05;12069.0
email-Enron1281.05;email-Enron;36692;36692;128;1.05;14215.0
email-EuAll21.1;email-EuAll;74660;225409;2;1.1;515.0
email-EuAll41.1;email-EuAll;74660;225409;4;1.1;516.0
email-EuAll81.1;email-EuAll;74660;225409;8;1.1;610.0
email-EuAll161.1;email-EuAll;74660;225409;16;1.1;1092.0
email-EuAll321.1;email-EuAll;74660;225409;32;1.1;8407.0
email-EuAll641.1;email-EuAll;74660;225409;64;1.1;11862.0
email-EuAll1281.1;email-EuAll;74660;225409;128;1.1;13775.0
email-EuAll21.03;email-EuAll;74660;225409;2;1.03;514.0
email-EuAll41.03;email-EuAll;74660;225409;4;1.03;525.0
email-EuAll81.03;email-EuAll;74660;225409;8;1.03;616.0
email-EuAll161.03;email-EuAll;74660;225409;16;1.03;1115.0
email-EuAll321.03;email-EuAll;74660;225409;32;1.03;8484.0
email-EuAll641.03;email-EuAll;74660;225409;64;1.03;12047.0
email-EuAll1281.03;email-EuAll;74660;225409;128;1.03;13770.0
email-EuAll21.05;email-EuAll;74660;225409;2;1.05;515.0
email-EuAll41.05;email-EuAll;74660;225409;4;1.05;521.0
email-EuAll81.05;email-EuAll;74660;225409;8;1.05;614.0
email-EuAll161.05;email-EuAll;74660;225409;16;1.05;1060.0
email-EuAll321.05;email-EuAll;74660;225409;32;1.05;8704.0
email-EuAll641.05;email-EuAll;74660;225409;64;1.05;11923.0
email-EuAll1281.05;email-EuAll;74660;225409;128;1.05;13796.0
Oregon-121.1;Oregon-1;11174;11174;2;1.1;179.0
Oregon-141.1;Oregon-1;11174;11174;4;1.1;864.0
Oregon-181.1;Oregon-1;11174;11174;8;1.1;1184.0
Oregon-1161.1;Oregon-1;11174;11174;16;1.1;1682.0
Oregon-1321.1;Oregon-1;11174;11174;32;1.1;2154.0
Oregon-1641.1;Oregon-1;11174;11174;64;1.1;2589.0
Oregon-11281.1;Oregon-1;11174;11174;128;1.1;3033.0
Oregon-121.03;Oregon-1;11174;11174;2;1.03;209.0
Oregon-141.03;Oregon-1;11174;11174;4;1.03;905.0
Oregon-181.03;Oregon-1;11174;11174;8;1.03;1255.0
Oregon-1161.03;Oregon-1;11174;11174;16;1.03;1742.0
Oregon-1321.03;Oregon-1;11174;11174;32;1.03;2138.0
Oregon-1641.03;Oregon-1;11174;11174;64;1.03;2614.0
Oregon-11281.03;Oregon-1;11174;11174;128;1.03;3069.0
Oregon-121.05;Oregon-1;11174;11174;2;1.05;203.0
Oregon-141.05;Oregon-1;11174;11174;4;1.05;881.0
Oregon-181.05;Oregon-1;11174;11174;8;1.05;1233.0
Oregon-1161.05;Oregon-1;11174;11174;16;1.05;1691.0
Oregon-1321.05;Oregon-1;11174;11174;32;1.05;2155.0
Oregon-1641.05;Oregon-1;11174;11174;64;1.05;2598.0
Oregon-11281.05;Oregon-1;11174;11174;128;1.05;3066.0
Oregon-221.1;Oregon-2;11461;11461;2;1.1;245.0
Oregon-241.1;Oregon-2;11461;11461;4;1.1;985.0
Oregon-281.1;Oregon-2;11461;11461;8;1.1;1477.0
Oregon-2161.1;Oregon-2;11461;11461;16;1.1;2146.0
Oregon-2321.1;Oregon-2;11461;11461;32;1.1;2571.0
Oregon-2641.1;Oregon-2;11461;11461;64;1.1;3053.0
Oregon-21281.1;Oregon-2;11461;11461;128;1.1;3572.0
Oregon-221.03;Oregon-2;11461;11461;2;1.03;338.0
Oregon-241.03;Oregon-2;11461;11461;4;1.03;1029.0
Oregon-281.03;Oregon-2;11461;11461;8;1.03;1534.0
Oregon-2161.03;Oregon-2;11461;11461;16;1.03;2186.0
Oregon-2321.03;Oregon-2;11461;11461;32;1.03;2640.0
Oregon-2641.03;Oregon-2;11461;11461;64;1.03;3115.0
Oregon-21281.03;Oregon-2;11461;11461;128;1.03;3618.0
Oregon-221.05;Oregon-2;11461;11461;2;1.05;295.0
Oregon-241.05;Oregon-2;11461;11461;4;1.05;1032.0
Oregon-281.05;Oregon-2;11461;11461;8;1.05;1502.0
Oregon-2161.05;Oregon-2;11461;11461;16;1.05;2179.0
Oregon-2321.05;Oregon-2;11461;11461;32;1.05;2614.0
Oregon-2641.05;Oregon-2;11461;11461;64;1.05;3090.0
Oregon-21281.05;Oregon-2;11461;11461;128;1.05;3588.0
p2p-Gnutella0421.1;p2p-Gnutella04;10856;4935;2;1.1;2796.0
p2p-Gnutella0441.1;p2p-Gnutella04;10856;4935;4;1.1;3206.0
p2p-Gnutella0481.1;p2p-Gnutella04;10856;4935;8;1.1;3352.0
p2p-Gnutella04161.1;p2p-Gnutella04;10856;4935;16;1.1;3503.0
p2p-Gnutella04321.1;p2p-Gnutella04;10856;4935;32;1.1;3653.0
p2p-Gnutella04641.1;p2p-Gnutella04;10856;4935;64;1.1;3799.0
p2p-Gnutella041281.1;p2p-Gnutella04;10856;4935;128;1.1;3864.0
p2p-Gnutella0421.03;p2p-Gnutella04;10856;4935;2;1.03;2791.0
p2p-Gnutella0441.03;p2p-Gnutella04;10856;4935;4;1.03;3186.0
p2p-Gnutella0481.03;p2p-Gnutella04;10856;4935;8;1.03;3354.0
p2p-Gnutella04161.03;p2p-Gnutella04;10856;4935;16;1.03;3510.0
