128;1.03;1.0246731867919048
128;1.05;1.0259795488372991
128;1.1;1.02973768840327
16;1.03;1.0115192836063907
16;1.05;1.0119817730583018
16;1.1;1.0152125914072154
2;1.03;1.054265409889685
2;1.05;1.0544488711819389
2;1.1;1.0495510700060757
32;1.03;1.01853472277464
32;1.05;1.0132099084245445
32;1.1;1.017357801080394
4;1.03;1.0290672913117547
4;1.05;1.021921841541756
4;1.1;1.015698842957249
64;1.03;1.0265642753594797
64;1.05;1.0291275457200542
64;1.1;1.0266942455168107
8;1.03;1.015602291185774
8;1.05;1.0147677073774515
8;1.1;1.0185964987281706
128;1.03;1.0059703127567508
128;1.05;1.0059217019410023
128;1.1;1.0067526763656327
16;1.03;1.0094626750041502
16;1.05;1.0076188372991775
16;1.1;1.0057953416491887
2;1.03;1.0199004975124377
2;1.05;1.0123994638069704
2;1.1;1.0102047852168516
32;1.03;1.006500661084178
32;1.05;1.0069325997248968
32;1.1;1.0077604711321482
4;1.03;1.0018245053879924
4;1.05;0.9969283276450512
4;1.1;1.0020579660435602
64;1.03;1.0077498076288887
64;1.05;1.0079194852334599
64;1.1;1.0066010231585896
8;1.03;1.0088772262855228
8;1.05;1.0047330029511665
8;1.1;1.0139427671895205
128;1.03;1.0051626424390057
128;1.05;1.0048839914831968
128;1.1;1.0047746056834272
16;1.03;1.0048827532997162
16;1.05;1.0052856977506848
16;1.1;1.0056856408616144
2;1.03;1.0209837232759131
2;1.05;1.0168229785076777
2;1.1;1.0138866018991164
32;1.03;1.005796846383571
32;1.05;1.006636449251816
32;1.1;1.0065162189405499
4;1.03;0.9988472720665061
4;1.05;1.0003184224442334
4;1.1;1.000501324522175
64;1.03;1.005162622612287
64;1.05;1.0051722149928346
64;1.1;1.006073330658503
8;1.03;1.0053489329964043
8;1.05;1.0046467367108896
8;1.1;1.0037609485390804
128;1.03;1.0049229046784058
128;1.05;1.0051014107774505
128;1.1;1.0052580881525615
16;1.03;1.0058848672871423
16;1.05;1.0053957379732639
16;1.1;1.0055551573363917
2;1.03;1.0204204718855978
2;1.05;1.01510680789915
2;1.1;1.011659681130835
32;1.03;1.0052187876354877
32;1.05;1.0050127173987764
32;1.1;1.0048411838770157
4;1.03;1.0069941582882478
4;1.05;1.0012698430735316
4;1.1;1.00290907848819
64;1.03;1.0048235836728419
64;1.05;1.0050019354360495
64;1.1;1.0055804858757682
8;1.03;1.0052672584100837
8;1.05;1.0043342309661052
8;1.1;1.0043282804212896
128;1.03;1.005990126165661
128;1.05;1.006655391306258
128;1.1;1.005401251509496
16;1.03;1.0099769931864437
16;1.05;1.0061322627608418
16;1.1;1.0088558271342543
2;1.03;1.017178497806438
2;1.05;1.016589516495866
2;1.1;1.0180388911874225
32;1.03;1.0065382498624105
32;1.05;1.0073147087335859
32;1.1;1.007206611570248
4;1.03;0.9996585088218555
4;1.05;0.9997721628579891
4;1.1;0.9994752692097097
64;1.03;1.0059518580339102
64;1.05;1.006526181634402
64;1.1;1.0069910084199882
8;1.03;1.0041368266536186
8;1.05;1.0041403258837147
8;1.1;1.0041454934474459
128;1.03;1.0051004738504739
128;1.05;1.0062010909529924
128;1.1;1.0062716928078732
16;1.03;1.009163245205343
16;1.05;1.0073232964775276
16;1.1;1.0066013158475737
2;1.03;1.0181614053625676
2;1.05;1.0165055821798614
2;1.1;1.014559703031553
32;1.03;1.0062376237623762
32;1.05;1.0052019752108834
32;1.1;1.0048718794677225
4;1.03;0.9993517497071501
4;1.05;0.9999658396055613
4;1.1;1.0026957256756448
64;1.03;1.0057198063389945
64;1.05;1.0047104035135876
64;1.1;1.0055773918007949
8;1.03;1.0051644498859147
8;1.05;1.005681944784866
8;1.1;1.0067566058386008
128;1.03;1.027147971360382
128;1.05;1.0300179211469533
128;1.1;1.026862570495696
16;1.03;1.0463873081565787
16;1.05;1.0385475821717431
16;1.1;1.0345004269854825
2;1.03;1.0076080340839928
2;1.05;1.0189813350205632
2;1.1;1.0360998650472335
32;1.03;1.0353808353808354
32;1.05;1.0394499918153544
32;1.1;1.0349854227405249
4;1.03;1.06811689738519
4;1.05;1.0712557730371675
4;1.1;1.0447696943607405
64;1.03;1.0386198163975942
64;1.05;1.0367507886435332
64;1.1;1.039558707643814
8;1.03;1.0484507042253521
8;1.05;1.0452147701582517
8;1.1;1.0401561628555493
128;1.03;1.0355640355953144
128;1.05;1.037345307195269
128;1.1;1.0293789166718372
16;1.03;1.03884246363355
16;1.05;1.0434670161040036
16;1.1;1.032724479344486
2;1.03;0.9697528793469753
2;1.05;1.0127736131934033
2;1.1;1.0235561323815705
32;1.03;1.0361416120931606
32;1.05;1.0427361692312762
32;1.1;1.0348956718925886
4;1.03;1.0706587867199722
4;1.05;1.0731393140187324
4;1.1;1.0466989417762735
64;1.03;1.036380448298951
64;1.05;1.039120429557658
64;1.1;1.0323595434569541
8;1.03;1.0475986437646707
8;1.05;1.0505039172790336
8;1.1;1.043656994047619
128;1.03;1.0340075468160406
128;1.05;1.0371150158494111
128;1.1;1.0305737126551753
16;1.03;1.0370030371145695
16;1.05;1.0410086492534103
16;1.1;1.0366956016540787
2;1.03;0.9760994937886885
2;1.05;1.0027677335833223
2;1.1;1.0285737452363577
32;1.03;1.0365697598109989
32;1.05;1.0418992805755396
