128;1.03;1.2665827442626125
128;1.05;1.2655171747240639
128;1.1;1.2556860010074005
16;1.03;1.1442556222651878
16;1.05;1.1440457300947964
16;1.1;1.1212956023254401
2;1.03;1.1112663911272338
2;1.05;1.1332345038450848
2;1.1;1.1986768379126442
32;1.03;1.210146368626203
32;1.05;1.2143382133847163
32;1.1;1.213496981251986
4;1.03;1.2767248722316866
4;1.05;1.3100910064239828
4;1.1;1.3089521429735456
64;1.03;1.2428202013869842
64;1.05;1.232020698982692
64;1.1;1.226842546880793
8;1.03;1.1345430452252714
8;1.05;1.1021575364391045
8;1.1;1.1105529786460895
128;1.03;1.0194445965930876
128;1.05;1.020506634499397
128;1.1;1.021795223716717
16;1.03;1.0298267943113275
16;1.05;1.027438856070226
16;1.1;1.0270449276962137
2;1.03;1.0229519071310116
2;1.05;1.0266756032171582
2;1.1;1.0387506033234504
32;1.03;1.0253415601586602
32;1.05;1.02404401650619
32;1.1;1.0243821894435576
4;1.03;1.0378584868008438
4;1.05;1.03452787258248
4;1.1;1.0364717315497627
64;1.03;1.022974607013301
64;1.05;1.0235934664246824
64;1.1;1.023818691897244
8;1.03;1.0375188431690023
8;1.05;1.0351912690016147
8;1.1;1.0446955641760836
128;1.03;1.0211333673486183
128;1.05;1.0213743222775864
128;1.1;1.0214527972603642
16;1.03;1.025681298393541
16;1.05;1.0258001576339475
16;1.1;1.0263546825195495
2;1.03;1.009084376586305
2;1.05;1.006870605814
2;1.1;1.012576156759427
32;1.03;1.0236493732916079
32;1.05;1.0250532843539513
32;1.1;1.0252055941436653
4;1.03;1.0327704083950393
4;1.05;1.0333149482279222
4;1.1;1.0309283048964595
64;1.03;1.02221575368798
64;1.05;1.021940733663872
64;1.1;1.022974228192346
8;1.03;1.0345426411817746
8;1.05;1.0342522927611077
8;1.1;1.0351077581403643
128;1.03;1.0214780239230117
128;1.05;1.0215060550096182
128;1.1;1.021556514842573
16;1.03;1.0264819027921406
16;1.05;1.0257578972605192
16;1.1;1.0261574852643593
2;1.03;1.0032430187758923
2;1.05;1.00797183352171
2;1.1;1.0056260957703265
32;1.03;1.023534037603867
32;1.05;1.0235622465113081
32;1.1;1.0233454477476536
4;1.03;1.0320868365626437
4;1.05;1.0314335874913356
4;1.1;1.0294949816972851
64;1.03;1.021946344838189
64;1.05;1.0219267059976556
64;1.1;1.0222999730862394
8;1.03;1.0343804780322212
8;1.05;1.0340367881067367
8;1.1;1.0356964685356589
128;1.03;1.0209544706527702
128;1.05;1.0220308827728601
128;1.1;1.0216269623449337
16;1.03;1.0292673214759755
16;1.05;1.0262275554771254
16;1.1;1.0301098122564647
2;1.03;1.035942703102701
2;1.05;1.041580820378348
2;1.1;1.0535926079161495
32;1.03;1.0243037974683544
32;1.05;1.025160835463118
32;1.1;1.0254545454545454
4;1.03;1.0449174729652817
4;1.05;1.044792782119341
4;1.1;1.0444196021171748
64;1.03;1.0219186506193447
64;1.05;1.0224351227229778
64;1.1;1.0229296282454328
8;1.03;1.0343178684222232
8;1.05;1.0352150298281542
8;1.1;1.0362396362663815
128;1.03;1.0207638645138646
128;1.05;1.0213800445600518
128;1.1;1.022154123281051
16;1.03;1.0298580139662021
16;1.05;1.027912473904543
16;1.1;1.0272773435775158
2;1.03;1.0421080438515387
2;1.05;1.0479371368905785
2;1.1;1.0613872276070668
32;1.03;1.0237733773377338
32;1.05;1.023469376532823
32;1.1;1.0234356098097437
4;1.03;1.0471061879470938
4;1.05;1.0475626558567996
4;1.1;1.0499623055308067
64;1.03;1.0216715887009122
64;1.05;1.0218062036782871
64;1.1;1.0217276739641203
8;1.03;1.0353052479269853
8;1.05;1.0362976002139086
8;1.1;1.0386857564048155
128;1.03;1.3702267303102624
128;1.05;1.3829151732377538
128;1.1;1.3646482635796973
16;1.03;1.2978099672357304
16;1.05;1.2897952159697126
16;1.1;1.2876174210076858
2;1.03;1.084297017650639
2;1.05;1.042708003796267
2;1.1;1.0239541160593792
32;1.03;1.3446355446355447
32;1.05;1.3519397610083483
32;1.1;1.3368966634272756
4;1.03;1.1705119753900242
4;1.05;1.1776995821420717
4;1.1;1.1005165733964701
64;1.03;1.384457106679329
64;1.05;1.3761829652996846
64;1.1;1.3821907013396375
8;1.03;1.2309859154929577
8;1.05;1.248492840994725
8;1.1;1.2286670384829894
128;1.03;1.413224691512488
128;1.05;1.416102132453025
128;1.1;1.3994229695352733
16;1.03;1.299442896935933
16;1.05;1.3037863374599123
16;1.1;1.2852850802321611
2;1.03;0.9983786201498379
2;1.05;1.0449175412293854
2;1.1;1.0828682673588579
32;1.03;1.3510266384361613
32;1.05;1.3522356585060464
32;1.1;1.3391846256749922
4;1.03;1.1944637580392838
4;1.05;1.188306442809423
4;1.1;1.1445096611113492
64;1.03;1.3811178777540414
64;1.05;1.3910444899002812
64;1.1;1.3724430111606438
8;1.03;1.242408435485674
8;1.05;1.248293786578411
8;1.1;1.2376116071428571
128;1.03;1.4173404895274255
128;1.05;1.4175008805228348
128;1.1;1.4070886350771903
16;1.03;1.3002711096621424
